Name,Salary,Position,Age,Block,Steal,Assist,Two Points,Three Points
Malcolm Delaney,2500000,PG,27,0.0136986301369863,0.5342465753424658,2.643835616438356,1.63013698630137,0.3561643835616438
Malik Beasley,1700640,SG,20,0.0,0.3181818181818182,0.5,1.0909090909090908,0.4090909090909091
Manu Ginobili,2500000,SG,39,0.2318840579710145,1.1884057971014492,2.652173913043478,1.1884057971014492,1.289855072463768
Marc Gasol,22642350,C,32,1.337837837837838,0.9054054054054054,4.5675675675675675,5.783783783783784,1.4054054054054055
Marcin Gortat,12782609,C,32,0.7926829268292683,0.4878048780487805,1.475609756097561,4.7560975609756095,0.0
Marco Belinelli,6606060,SG,30,0.12162162162162163,0.5945945945945946,1.9864864864864864,2.189189189189189,1.3783783783783783
Marcus Georges-Hunt,1312611,SG,22,0.0,0.2,0.6,0.2,0.2
Marcus Morris,5000000,SF,27,0.31645569620253167,0.6582278481012658,2.0253164556962027,3.8354430379746836,1.4936708860759493
Marcus Smart,4538020,SG,22,0.43037974683544306,1.5822784810126582,4.6075949367088604,2.2151898734177213,1.1898734177215189
Mario Hezonja,4078320,SF,21,0.2153846153846154,0.46153846153846156,0.9538461538461539,1.1384615384615384,0.6615384615384615
Markieff Morris,8000000,PF,27,0.5526315789473685,1.0789473684210527,1.6578947368421053,4.407894736842105,0.9342105263157895
Marquese Chriss,3073800,PF,19,0.8536585365853658,0.8170731707317073,0.7317073170731707,2.5853658536585367,0.8780487804878049
Marreese Speights,2116955,C,29,0.5,0.2804878048780488,0.8048780487804879,1.7195121951219512,1.2560975609756098
Marshall Plumlee,100000,C,24,0.19047619047619047,0.19047619047619047,0.47619047619047616,0.7619047619047619,0.0
Marvin Williams,13168750,PF,30,0.6973684210526315,0.7631578947368421,1.394736842105263,2.276315789473684,1.631578947368421
Mason Plumlee,14041096,C,26,1.1358024691358024,0.8518518518518519,3.506172839506173,4.1234567901234565,0.0
Matt Barnes,2133542,SF,36,0.35135135135135137,0.6486486486486487,2.6216216216216215,1.3243243243243243,1.1756756756756757
Matthew Dellavedova,9607500,PG,26,0.0,0.6973684210526315,4.697368421052632,1.6973684210526316,1.0394736842105263
Maurice Harkless,10162922,SF,23,0.9090909090909091,1.103896103896104,1.155844155844156,3.1948051948051948,0.8831168831168831
Meyers Leonard,9904495,PF,24,0.3783783783783784,0.17567567567567569,0.9594594594594594,0.972972972972973,1.0
Michael Beasley,2116955,PF,28,0.48214285714285715,0.5,0.9464285714285714,3.5357142857142856,0.32142857142857145
Michael Carter-Williams,2700000,PG,25,0.5111111111111111,0.8444444444444444,2.511111111111111,2.1555555555555554,0.3333333333333333
Michael Gbinije,500000,SG,24,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0
Michael Kidd-Gilchrist,13000000,SF,23,0.9506172839506173,1.0,1.4074074074074074,3.6296296296296298,0.012345679012345678
Mike Conley,28530608,PG,29,0.2753623188405797,1.3333333333333333,6.27536231884058,4.246376811594203,2.4782608695652173
Mike Dunleavy,1662500,SF,36,0.1320754716981132,0.2830188679245283,0.9433962264150944,0.7547169811320755,1.0
Mike Muscala,5000000,C,25,0.5857142857142857,0.42857142857142855,1.3571428571428572,1.7714285714285714,0.6571428571428571
Mike Scott,1709538,PF,28,0.16666666666666666,0.2222222222222222,0.9444444444444444,0.7222222222222222,0.2222222222222222
Miles Plumlee,12500000,C,28,0.28888888888888886,0.4,0.4666666666666667,0.9777777777777777,0.0
Mindaugas Kuzminskas,3025035,SF,27,0.16176470588235295,0.4264705882352941,1.0147058823529411,1.5294117647058822,0.7941176470588235
Mirza Teletovic,10500000,PF,31,0.18571428571428572,0.17142857142857143,0.6857142857142857,0.7428571428571429,1.4857142857142858
Monta Ellis,2245400,SG,31,0.36486486486486486,1.0675675675675675,3.189189189189189,2.7567567567567566,0.581081081081081
Montrezl Harrell,1471382,C,23,0.7241379310344828,0.3448275862068966,1.103448275862069,3.8620689655172415,0.017241379310344827
Myles Turner,2569920,C,20,2.1358024691358026,0.9135802469135802,1.308641975308642,4.987654320987654,0.49382716049382713
Nemanja Bjelica,3949999,PF,28,0.3076923076923077,0.6153846153846154,1.2153846153846153,1.4615384615384615,0.8615384615384616
Nene Hilario,3477600,C,34,0.5970149253731343,0.835820895522388,0.9701492537313433,3.611940298507463,0.04477611940298507
Nerlens Noel,4187599,C,22,1.0,1.2745098039215685,0.9803921568627451,3.607843137254902,0.0
Nick Collison,2328652,PF,36,0.1,0.1,0.6,0.7,0.0
Nick Young,5192000,SG,31,0.23333333333333334,0.6166666666666667,0.9666666666666667,1.7,2.8333333333333335
Nicolas Batum,22434783,SG,28,0.37662337662337664,1.1168831168831168,5.909090909090909,3.3506493506493507,1.7532467532467533
Nicolas Brussino,1312611,SF,23,0.14814814814814814,0.3148148148148148,0.8703703703703703,0.42592592592592593,0.5370370370370371
Nik Stauskas,3807146,SG,23,0.4,0.5625,2.35,1.4875,1.65
Nikola Jokic,1471382,C,21,0.7671232876712328,0.8356164383561644,4.917808219178082,6.1506849315068495,0.6164383561643836
Nikola Mirotic,12500000,PF,25,0.8,0.7571428571428571,1.0714285714285714,1.8428571428571427,1.8428571428571427
Nikola Vucevic,12250000,C,26,0.9866666666666667,1.0266666666666666,2.7733333333333334,6.133333333333334,0.30666666666666664
Noah Vonleh,3505233,PF,21,0.36486486486486486,0.40540540540540543,0.4189189189189189,1.662162162162162,0.0945945945945946
Norman Powell,1471382,SG,23,0.18421052631578946,0.6710526315789473,1.0789473684210527,2.25,0.7368421052631579
Okaro White,1312611,PF,24,0.2857142857142857,0.2857142857142857,0.6,0.6,0.34285714285714286
Omer Asik,10595505,C,30,0.3225806451612903,0.16129032258064516,0.4838709677419355,1.0,0.0
Omri Casspi,2106470,SF,28,0.08333333333333333,0.6388888888888888,1.0277777777777777,1.7222222222222223,0.4166666666666667
Otto Porter,24773250,SF,23,0.5125,1.45,1.5125,3.325,1.85
P.J. Tucker,7590035,SF,31,0.2345679012345679,1.4320987654320987,1.2222222222222223,1.5925925925925926,0.8641975308641975
Pascal Siakam,1312611,PF,22,0.8181818181818182,0.4727272727272727,0.3090909090909091,1.8545454545454545,0.01818181818181818
Pat Connaughton,1471382,SG,24,0.05128205128205128,0.15384615384615385,0.717948717948718,0.5128205128205128,0.4358974358974359
Patrick Beverley,5513514,SG,28,0.373134328358209,1.4776119402985075,4.1940298507462686,1.7611940298507462,1.6417910447761195
Patrick McCaw,1312611,SG,21,0.2112676056338028,0.4507042253521127,1.0845070422535212,0.9154929577464789,0.5774647887323944
Patrick Patterson,5192000,PF,27,0.35384615384615387,0.6153846153846154,1.1692307692307693,0.9230769230769231,1.4461538461538461
Patty Mills,10714286,PG,28,0.0375,0.8125,3.5,1.575,1.8375
Pau Gasol,16000000,C,36,1.09375,0.375,2.34375,3.859375,0.875
Paul George,19508958,SF,26,0.36,1.56,3.3466666666666667,5.693333333333333,2.6
Paul Millsap,31269231,PF,31,0.8985507246376812,1.3043478260869565,3.652173913043478,5.144927536231884,1.0869565217391304
Paul Pierce,1096080,SF,39,0.2,0.16,0.4,0.52,0.6
Paul Zipser,1312611,SF,22,0.36363636363636365,0.3409090909090909,0.8181818181818182,1.25,0.75
Quincy Acy,1709538,PF,26,0.39473684210526316,0.3684210526315789,0.47368421052631576,0.868421052631579,0.9736842105263158
Quinn Cook,100000,PG,23,0.0,0.2857142857142857,1.8571428571428572,1.5714285714285714,0.7857142857142857
Rajon Rondo,3300000,PG,30,0.15942028985507245,1.434782608695652,6.681159420289855,2.5942028985507246,0.7246376811594203
Rakeem Christmas,172552,PF,25,0.20689655172413793,0.10344827586206896,0.13793103448275862,0.6551724137931034,0.0
Ramon Sessions,2328652,PG,30,0.06,0.52,2.58,1.58,0.42
Rashad Vaughn,1889040,SG,20,0.24390243902439024,0.4634146341463415,0.5609756097560976,0.7560975609756098,0.6341463414634146
Raul Neto,1471382,PG,24,0.125,0.525,0.85,0.775,0.25
Raymond Felton,2328652,PG,32,0.275,0.8375,2.3875,2.1875,0.575
Reggie Bullock,2500000,SF,25,0.0967741935483871,0.5806451612903226,0.9354838709677419,0.8387096774193549,0.9032258064516129
Reggie Jackson,16000000,PG,26,0.09615384615384616,0.6730769230769231,5.1923076923076925,4.1923076923076925,1.2692307692307692
Richard Jefferson,2500000,SF,36,0.12658227848101267,0.3291139240506329,0.9873417721518988,1.1518987341772151,0.7848101265822784
Richaun Holmes,1471382,C,23,0.9649122807017544,0.7368421052631579,1.0175438596491229,3.56140350877193,0.47368421052631576
Ricky Rubio,14275000,PG,26,0.13333333333333333,1.7066666666666668,9.093333333333334,2.68,0.8
Robert Covington,16698103,SF,26,1.0298507462686568,1.8955223880597014,1.5223880597014925,2.3134328358208953,2.044776119402985
Robin Lopez,13788500,C,28,1.4444444444444444,0.2222222222222222,0.9876543209876543,4.716049382716049,0.0
Rodney Hood,2386864,SG,24,0.1864406779661017,0.6440677966101694,1.6271186440677967,2.6779661016949152,1.9322033898305084
Rodney McGruder,1312611,SG,25,0.23076923076923078,0.5769230769230769,1.5897435897435896,1.5,0.9358974358974359
Ron Baker,4328000,SG,23,0.15384615384615385,0.6538461538461539,2.0576923076923075,1.1346153846153846,0.4423076923076923
Rondae Hollis-Jefferson,1471382,SF,22,0.5641025641025641,1.0512820512820513,1.9743589743589745,2.8205128205128207,0.19230769230769232
Ronnie Price,2442455,PG,33,0.07142857142857142,0.7857142857142857,1.2857142857142858,0.07142857142857142,0.21428571428571427
Rudy Gay,8406000,SF,30,0.8666666666666667,1.4666666666666666,2.7333333333333334,5.3,1.4
Rudy Gobert,21974719,C,24,2.6419753086419755,0.6049382716049383,1.1975308641975309,5.098765432098766,0.0
Russell Westbrook,28530608,PG,28,0.38271604938271603,1.6419753086419753,10.37037037037037,7.703703703703703,2.4691358024691357
Ryan Anderson,19578455,PF,28,0.19444444444444445,0.4444444444444444,0.9444444444444444,1.6527777777777777,2.8333333333333335
Salah Mejri,1471382,C,30,0.8356164383561644,0.4383561643835616,0.1917808219178082,1.1917808219178083,0.0136986301369863
Sam Dekker,1794600,SF,22,0.2727272727272727,0.4935064935064935,0.987012987012987,1.8571428571428572,0.7792207792207793
Sean Kilpatrick,1524305,SG,27,0.08571428571428572,0.6571428571428571,2.242857142857143,2.857142857142857,1.5
Serge Ibaka,20061729,PF,27,1.5696202531645569,0.5189873417721519,0.9493670886075949,4.3924050632911396,1.5696202531645569
Seth Curry,3028410,PG,26,0.1,1.1285714285714286,2.6857142857142855,2.8714285714285714,1.957142857142857
Shabazz Muhammad,1577230,SF,24,0.07692307692307693,0.28205128205128205,0.44871794871794873,3.0641025641025643,0.6282051282051282
Shabazz Napier,2361360,PG,25,0.03773584905660377,0.6037735849056604,1.2641509433962264,0.7358490566037735,0.6415094339622641
Shaun Livingston,7692308,PG,31,0.2631578947368421,0.5,1.8289473684210527,2.263157894736842,0.013157894736842105
Shelvin Mack,6000000,PG,26,0.05454545454545454,0.7636363636363637,2.8,2.418181818181818,0.6727272727272727
Skal Labissiere,1312611,PF,20,0.3939393939393939,0.48484848484848486,0.8181818181818182,3.4545454545454546,0.09090909090909091
Solomon Hill,12236535,SF,25,0.4,0.8875,1.7625,1.1125,1.175
Spencer Dinwiddie,1524305,PG,23,0.3898305084745763,0.7457627118644068,3.135593220338983,1.6271186440677967,0.6440677966101694
Spencer Hawes,6021175,PF,28,0.5555555555555556,0.2777777777777778,1.5,2.0185185185185186,0.46296296296296297
Stanley Johnson,3097800,SF,20,0.3116883116883117,0.7272727272727273,1.3636363636363635,1.0909090909090908,0.5844155844155844
Stephen Curry,34682550,PG,28,0.21518987341772153,1.8101265822784811,6.620253164556962,4.443037974683544,4.10126582278481
Stephen Zimmerman,1312611,C,20,0.2631578947368421,0.10526315789473684,0.21052631578947367,0.5263157894736842,0.0
Steven Adams,22471910,C,23,0.975,1.1,1.075,4.675,0.0
T.J. McConnell,1471382,PG,24,0.12345679012345678,1.654320987654321,6.592592592592593,2.7777777777777777,0.13580246913580246
T.J. Warren,3152931,SF,23,0.5909090909090909,1.1515151515151516,1.1363636363636365,5.712121212121212,0.3939393939393939
Taj Gibson,14000000,PF,31,0.8461538461538461,0.5384615384615384,0.9358974358974359,4.641025641025641,0.038461538461538464
Tarik Black,3290000,C,25,0.6567164179104478,0.44776119402985076,0.582089552238806,2.2238805970149254,0.014925373134328358
Taurean Waller-Prince,2422560,SF,22,0.4576271186440678,0.7288135593220338,0.9322033898305084,1.3728813559322033,0.559322033898305
Terrence Ross,10500000,SF,25,0.4230769230769231,1.1282051282051282,1.1282051282051282,2.358974358974359,1.8205128205128205
Terry Rozier,1988520,PG,22,0.14864864864864866,0.6081081081081081,1.7702702702702702,1.2702702702702702,0.7702702702702703
Thabo Sefolosha,5250000,SF,32,0.5,1.5483870967741935,1.7258064516129032,2.1451612903225805,0.6612903225806451
Thaddeus Young,14796348,PF,28,0.40540540540540543,1.5405405405405406,1.6486486486486487,4.283783783783784,0.6081081081081081
Thon Maker,2684160,C,19,0.45614035087719296,0.17543859649122806,0.40350877192982454,0.9649122807017544,0.49122807017543857
Tim Frazier,2000000,PG,26,0.09230769230769231,0.8615384615384616,5.153846153846154,1.8923076923076922,0.6153846153846154
Tim Hardaway,16500000,SG,24,0.189873417721519,0.6962025316455697,2.3037974683544302,3.367088607594937,1.8860759493670887
Timofey Mozgov,15280000,C,30,0.5740740740740741,0.2962962962962963,0.7962962962962963,3.1296296296296298,0.0
Timothe Luwawu-Cabarrot,1386600,SF,21,0.14492753623188406,0.463768115942029,1.0869565217391304,1.3768115942028984,0.7246376811594203
Tobias Harris,16000000,PF,24,0.47560975609756095,0.7317073170731707,1.7317073170731707,4.902439024390244,1.329268292682927
Tomas Satoransky,3000000,SG,25,0.10526315789473684,0.45614035087719296,1.6140350877192982,0.9122807017543859,0.15789473684210525
Tony Allen,2116955,SG,35,0.4084507042253521,1.619718309859155,1.380281690140845,3.647887323943662,0.2112676056338028
Tony Parker,15453126,PG,34,0.031746031746031744,0.5238095238095238,4.523809523809524,3.8412698412698414,0.36507936507936506
Tony Snell,9821429,SG,25,0.175,0.675,1.2,1.275,1.8
Treveon Graham,1312611,SG,23,0.037037037037037035,0.2222222222222222,0.2222222222222222,0.37037037037037035,0.3333333333333333
Trevor Ariza,7420912,SF,31,0.25,1.8375,2.1875,1.6875,2.3875
Trevor Booker,9125000,PF,29,0.39436619718309857,1.0704225352112675,1.943661971830986,3.943661971830986,0.352112676056338
Trey Lyles,2441400,PF,21,0.28169014084507044,0.36619718309859156,0.9859154929577465,1.323943661971831,0.9154929577464789
Tristan Thompson,16400000,C,25,1.0769230769230769,0.5,0.9871794871794872,3.358974358974359,0.0
Troy Daniels,3408520,SG,25,0.05970149253731343,0.31343283582089554,0.6865671641791045,0.7014925373134329,2.0597014925373136
Troy Williams,1471382,SF,22,0.3333333333333333,0.9,0.8333333333333334,1.8333333333333333,0.6
Tyler Ennis,1524305,PG,22,0.03773584905660377,0.49056603773584906,1.6226415094339623,1.1886792452830188,0.5094339622641509
Tyler Johnson,5881260,PG,24,0.6027397260273972,1.1506849315068493,3.191780821917808,3.6164383561643834,1.273972602739726
Tyler Ulis,1312611,PG,21,0.08196721311475409,0.7868852459016393,3.7049180327868854,2.6721311475409837,0.3442622950819672
Tyler Zeller,1709538,C,27,0.4117647058823529,0.13725490196078433,0.8235294117647058,1.5294117647058822,0.0
Tyreke Evans,3290000,SF,27,0.225,0.875,3.1,2.7,1.05
Tyson Chandler,13000000,C,34,0.5106382978723404,0.7021276595744681,0.6382978723404256,3.25531914893617,0.0
Tyus Jones,1471382,PG,20,0.08333333333333333,0.7833333333333333,2.6,0.8166666666666667,0.43333333333333335
Udonis Haslem,2328652,C,36,0.058823529411764705,0.29411764705882354,0.35294117647058826,0.6470588235294118,0.0
Victor Oladipo,21000000,SG,24,0.31343283582089554,1.164179104477612,2.626865671641791,4.253731343283582,1.8955223880597014
Vince Carter,8000000,SF,40,0.4931506849315068,0.821917808219178,1.821917808219178,1.1095890410958904,1.5342465753424657
Wade Baldwin,1874400,PG,20,0.21212121212121213,0.5454545454545454,1.8484848484848484,1.0,0.09090909090909091
Wayne Ellington,6270000,SG,29,0.06451612903225806,0.5645161290322581,1.1290322580645162,1.3225806451612903,2.403225806451613
Wayne Selden,1312611,SG,22,0.07142857142857142,0.42857142857142855,0.9285714285714286,1.2857142857142858,0.5
Wesley Johnson,5881260,SF,29,0.4411764705882353,0.4264705882352941,0.3382352941176471,0.6470588235294118,0.4264705882352941
Wesley Matthews,17884176,SG,30,0.2191780821917808,1.0547945205479452,2.8767123287671232,2.1780821917808217,2.3835616438356166
Will Barton,3533333,SG,26,0.4666666666666667,0.8,3.433333333333333,3.466666666666667,1.45
Willie Cauley-Stein,3704160,C,23,0.6,0.7066666666666667,1.0666666666666667,3.4,0.0
Willie Reed,1577230,C,26,0.6619718309859155,0.2535211267605634,0.36619718309859156,2.267605633802817,0.014084507042253521
Willy Hernangomez,1435750,C,22,0.5,0.5694444444444444,1.3333333333333333,3.361111111111111,0.05555555555555555
Wilson Chandler,12016854,SF,29,0.4225352112676056,0.7323943661971831,1.9859154929577465,4.549295774647887,1.5492957746478873
Yogi Ferrell,1312611,PG,23,0.1956521739130435,0.9130434782608695,3.739130434782609,2.0,1.4782608695652173
Zach LaVine,3202217,SG,21,0.2127659574468085,0.8723404255319149,2.9574468085106385,4.382978723404255,2.5531914893617023
Zach Randolph,12307692,PF,35,0.136986301369863,0.5205479452054794,1.6712328767123288,5.6438356164383565,0.2876712328767123
Zaza Pachulia,3477600,C,32,0.4714285714285714,0.8428571428571429,1.8857142857142857,2.342857142857143,0.0
